participant_id,session_id,trial,value_0,value_1,prediction_error
P001,2,240,0.754303693,-0.754303693,0.754303693
P001,2,241,0.599800973,-0.599800973,0.400199027
P001,2,242,0.476944778,-0.476944778,0.523055222
P001,2,243,0.379253004,-0.379253004,0.379253004
P001,2,244,0.301571268,-0.301571268,0.301571268
P001,2,245,0.239800947,0.760199053,0.760199053
P001,2,246,0.395511203,0.604488797,0.604488797
P001,2,247,0.519327597,-0.519327597,0.519327597
P001,2,248,0.412954624,0.587045376,-0.587045376
P001,2,249,0.533198113,-0.533198113,0.533198113
P001,2,250,0.423984066,-0.423984066,0.423984066
P001,2,251,0.337140144,-0.337140144,0.662859856
P001,2,252,0.268084312,-0.268084312,0.731915688
P001,2,253,0.213173066,-0.213173066,0.786826934
P001,2,254,0.169509196,-0.169509196,0.830490804
P001,2,255,0.134788921,-0.134788921,0.865211079
P001,2,256,0.107180339,0.892819661,0.892819661
P001,2,257,0.290055045,-0.290055045,0.709944955
P001,2,258,0.230643572,-0.230643572,0.769356428
P001,2,259,0.183401249,0.816598751,0.816598751
P001,2,260,0.350663757,-0.350663757,0.649336243
P001,2,261,0.278837907,0.721162093,0.721162093
P001,2,262,0.42655229,-0.42655229,0.57344771
P001,2,263,0.339182323,-0.339182323,0.660817677
P001,2,264,0.269708195,-0.269708195,0.730291805
P001,2,265,0.214464332,0.785535668,0.785535668
P001,2,266,0.375364243,0.624635757,0.624635757
P001,2,267,0.503307304,-0.503307304,0.496692696
P001,2,268,0.40021574,0.59978426,0.59978426
P001,2,269,0.523068512,0.476931488,0.476931488
P001,2,270,0.620757563,-0.620757563,0.379242437
P001,2,271,0.493608866,-0.493608866,0.506391134
P001,2,272,0.392503816,0.607496184,0.607496184
P001,2,273,0.516936208,-0.516936208,0.516936208
P001,2,274,0.411053059,-0.411053059,0.411053059
P001,2,275,0.326857773,-0.326857773,0.673142227
P001,2,276,0.259908061,-0.259908061,0.740091939
P001,2,277,0.206671543,-0.206671543,0.793328457
P001,2,278,0.164339368,0.835660632,0.835660632
P001,2,279,0.335506289,-0.335506289,0.664493711
P001,2,280,0.266785117,0.733214883,0.733214883
P001,2,281,0.416968252,-0.416968252,0.583031748
P001,2,282,0.331561367,0.668438633,0.668438633
P001,2,283,0.468476495,0.531523505,0.531523505
P001,2,284,0.577347535,0.422652465,0.422652465
P001,2,285,0.663918708,0.336081292,-0.336081292
P001,2,286,0.732757657,0.267242343,-0.267242343
P001,2,287,0.787496444,0.212503556,-0.212503556
P001,2,288,0.831023179,-0.831023179,0.831023179
P001,2,289,0.66080614,-0.66080614,0.66080614
P001,2,290,0.525454362,0.474545638,-0.474545638
P001,2,291,0.622654724,-0.622654724,0.622654724
P001,2,292,0.495117434,0.504882566,0.504882566
P001,2,293,0.598531656,0.401468344,0.401468344
P001,2,294,0.680763722,0.319236278,-0.319236278
P001,2,295,0.746152337,-0.746152337,0.746152337
P001,2,296,0.593319245,0.406680755,-0.406680755
P001,2,297,0.67661896,-0.67661896,0.67661896
P001,2,298,0.53802827,0.46197173,0.46197173
P001,2,299,0.63265314,0.36734686,0.36734686
P001,2,300,0.707896161,-0.707896161,0.707896161
P001,2,301,0.562899016,0.437100984,-0.437100984
P001,2,302,0.652429654,0.347570346,-0.347570346
P001,2,303,0.723621886,-0.723621886,0.723621886
P001,2,304,0.575403668,0.424596332,-0.424596332
P001,2,305,0.662373,-0.662373,0.662373
P001,2,306,0.526700284,0.473299716,-0.473299716
P001,2,307,0.623645446,0.376354554,-0.376354554
P001,2,308,0.700733498,0.299266502,-0.299266502
P001,2,309,0.762031738,0.237968262,-0.237968262
P001,2,310,0.810774365,0.189225635,-0.189225635
P001,2,311,0.849533124,0.150466876,-0.150466876
P001,2,312,0.880352994,-0.880352994,0.880352994
P001,2,313,0.700031814,-0.700031814,0.700031814
P001,2,314,0.556645509,0.443354491,-0.443354491
P001,2,315,0.647457042,0.352542958,-0.352542958
P001,2,316,0.719667806,0.280332194,-0.280332194
P001,2,317,0.777087764,-0.777087764,0.777087764
P001,2,318,0.617918222,0.382081778,-0.382081778
P001,2,319,0.696179372,0.303820628,-0.303820628
P001,2,320,0.758410425,0.241589575,-0.241589575
P001,2,321,0.8078948,0.1921052,-0.1921052
P001,2,322,0.847243375,0.152756625,-0.152756625
P001,2,323,0.87853225,-0.87853225,0.87853225
P001,2,324,0.69858401,-0.69858401,0.69858401
P001,2,325,0.555494256,-0.555494256,0.555494256
P001,2,326,0.441713329,0.558286671,-0.558286671
P001,2,327,0.556066222,-0.556066222,0.556066222
P001,2,328,0.44216814,-0.44216814,0.44216814
P001,2,329,0.351599605,-0.351599605,0.351599605
P001,2,330,0.279582067,-0.279582067,0.279582067
P001,2,331,0.222315756,-0.222315756,0.777684244
P001,2,332,0.176779204,-0.176779204,0.823220796
P001,2,333,0.140569826,-0.140569826,0.859430174
P001,2,334,0.111777152,-0.111777152,0.888222848
P001,2,335,0.088882031,-0.088882031,0.911117969
P001,2,336,0.070676479,-0.070676479,0.929323521
P001,2,337,0.056199938,-0.056199938,0.943800062
P001,2,338,0.044688602,0.955311398,0.955311398
P001,2,339,0.240363382,-0.240363382,0.759636618
P001,2,340,0.191130167,-0.191130167,0.808869833
P001,2,341,0.151981305,-0.151981305,0.848018695
P001,2,342,0.120851238,-0.120851238,0.879148762
P001,2,343,0.096097488,-0.096097488,0.903902512
P001,2,344,0.076414006,-0.076414006,0.923585994
P001,2,345,0.060762257,-0.060762257,0.939237743
P001,2,346,0.048316429,-0.048316429,0.951683571
P001,2,347,0.038419859,-0.038419859,0.961580141
P001,2,348,0.030550385,-0.030550385,0.969449615
P001,2,349,0.024292803,-0.024292803,0.975707197
P001,2,350,0.01931695,-0.01931695,0.98068305
P001,2,351,0.015360293,-0.015360293,0.984639707
P001,2,352,0.012214071,-0.012214071,0.987785929
P001,2,353,0.009712284,0.990287716,0.990287716
P001,2,354,0.212551203,-0.212551203,0.787448797
P001,2,355,0.169014708,-0.169014708,0.830985292
P001,2,356,0.134395718,-0.134395718,0.865604282
P001,2,357,0.106867675,-0.106867675,0.893132325
P001,2,358,0.084978154,-0.084978154,0.915021846
P001,2,359,0.067572226,-0.067572226,0.932427774
P001,2,360,0.053731524,-0.053731524,0.946268476
P001,2,361,0.042725789,-0.042725789,0.957274211
P001,2,362,0.03397434,-0.03397434,0.96602566
P001,2,363,0.027015434,-0.027015434,0.972984566
P001,2,364,0.02148191,0.97851809,0.97851809
P001,2,365,0.221910077,0.778089923,0.778089923
P001,2,366,0.381284889,0.618715111,0.618715111
P001,2,367,0.508015234,-0.508015234,0.508015234
P001,2,368,0.403959353,0.596040647,-0.596040647
P001,2,369,0.526045327,-0.526045327,0.526045327
P001,2,370,0.418296373,0.581703627,-0.581703627
P001,2,371,0.53744572,0.46255428,0.46255428
P001,2,372,0.632189913,0.367810087,-0.367810087
P001,2,373,0.707527816,0.292472184,-0.292472184
P001,2,374,0.767434388,-0.767434388,0.767434388
P001,2,375,0.61024213,0.38975787,0.38975787
P001,2,376,0.69007556,-0.69007556,0.69007556
P001,2,377,0.548728577,-0.548728577,0.548728577
P001,2,378,0.436333453,-0.436333453,0.563666547
P001,2,379,0.346960027,0.653039973,0.653039973
P001,2,380,0.480721074,0.519278926,0.519278926
P001,2,381,0.587084078,-0.587084078,0.587084078
P001,2,382,0.466832662,-0.466832662,0.533167338
P001,2,383,0.371212136,-0.371212136,0.628787864
P001,2,384,0.295177397,0.704822603,0.704822603
P001,2,385,0.439544991,0.560455009,-0.560455009
P001,2,386,0.55434202,0.44565798,-0.44565798
P001,2,387,0.645625373,-0.645625373,0.645625373
P001,2,388,0.513383045,0.486616955,0.486616955
P001,2,389,0.613055954,-0.613055954,0.386944046
P001,2,390,0.487484764,0.512515236,0.512515236
P001,2,391,0.592462373,-0.592462373,0.407537627
P001,2,392,0.47110933,0.52889067,0.52889067
P001,2,393,0.579441091,-0.579441091,0.420558909
P001,2,394,0.460755175,-0.460755175,0.539244825
P001,2,395,0.36637949,-0.36637949,0.63362051
P001,2,396,0.291334613,0.708665387,0.708665387
P001,2,397,0.436489318,0.563510682,-0.563510682
P001,2,398,0.551912236,0.448087764,-0.448087764
P001,2,399,0.643693277,0.356306723,-0.356306723
P001,2,400,0.716674966,0.283325034,-0.283325034
P001,2,401,0.774707943,0.225292057,-0.225292057
P001,2,402,0.820854125,0.179145875,-0.179145875
P001,2,403,0.857548264,0.142451736,-0.142451736
P001,2,404,0.886726407,0.113273593,-0.113273593
P001,2,405,0.909928041,0.090071959,-0.090071959
P001,2,406,0.928377324,0.071622676,-0.071622676
P001,2,407,0.943047673,0.056952327,-0.056952327
P001,2,408,0.95471312,0.04528688,-0.04528688
P001,2,409,0.963989153,0.036010847,-0.036010847
P001,2,410,0.971365192,0.028634808,-0.028634808
P001,2,411,0.97723041,-0.97723041,0.97723041
P001,2,412,0.777065997,0.222934003,-0.222934003
P001,2,413,0.822729183,0.177270817,-0.177270817
P001,2,414,0.859039258,0.140960742,-0.140960742
P001,2,415,0.887912002,0.112087998,-0.112087998
P001,2,416,0.910870793,0.089129207,-0.089129207
P001,2,417,0.929126974,0.070873026,-0.070873026
P001,2,418,0.943643773,0.056356227,-0.056356227
P001,2,419,0.955187122,0.044812878,-0.044812878
P001,2,420,0.964366066,0.035633934,-0.035633934
P001,2,421,0.971664903,-0.971664903,0.971664903
P001,2,422,0.772640463,0.227359537,-0.227359537
P001,2,423,0.819210123,0.180789877,-0.180789877
P001,2,424,0.856241001,0.143758999,-0.143758999
P001,2,425,0.885686908,0.114313092,-0.114313092
P001,2,426,0.909101461,-0.909101461,0.909101461
P001,2,427,0.722891782,0.277108218,-0.277108218
P001,2,428,0.779651379,0.220348621,-0.220348621
P001,2,429,0.824785005,0.175214995,-0.175214995
P001,2,430,0.860673989,0.139326011,-0.139326011
P001,2,431,0.889211895,0.110788105,-0.110788105
P001,2,432,0.911904431,0.088095569,-0.088095569
P001,2,433,0.929948894,0.070051106,-0.070051106
P001,2,434,0.944297341,-0.944297341,0.944297341
P001,2,435,0.750878551,-0.750878551,0.750878551
P001,2,436,0.597077397,0.402922603,-0.402922603
P001,2,437,0.679607336,-0.679607336,0.679607336
P001,2,438,0.540404542,-0.540404542,0.540404542
P001,2,439,0.429714415,-0.429714415,0.570285585
P001,2,440,0.341696755,-0.341696755,0.658303245
P001,2,441,0.2717076,-0.2717076,0.7282924
P001,2,442,0.216054203,0.783945797,0.783945797
P001,2,443,0.376628463,-0.376628463,0.623371537
P001,2,444,0.299484307,0.700515693,0.700515693
P001,2,445,0.442969724,0.557030276,0.557030276
P001,2,446,0.557065271,-0.557065271,0.442934729
P001,2,447,0.442962556,0.557037444,0.557037444
P001,2,448,0.557059572,-0.557059572,0.557059572
P001,2,449,0.442958024,-0.442958024,0.442958024
P001,2,450,0.352227698,-0.352227698,0.647772302
P001,2,451,0.280081509,-0.280081509,0.719918491
P001,2,452,0.222712898,-0.222712898,0.777287102
P001,2,453,0.177095,-0.177095,0.822905
P001,2,454,0.140820938,0.859179062,0.859179062
P001,2,455,0.316805098,-0.316805098,0.316805098
P001,2,456,0.251914458,-0.251914458,0.251914458
P001,2,457,0.200315256,-0.200315256,0.200315256
P001,2,458,0.159285029,-0.159285029,0.840714971
P001,2,459,0.126658952,0.873341048,0.873341048
P001,2,460,0.305543887,-0.305543887,0.694456113
P001,2,461,0.242959862,-0.242959862,0.757040138
P001,2,462,0.193194814,-0.193194814,0.806805186
P001,2,463,0.153623054,-0.153623054,0.846376946
P001,2,464,0.12215671,-0.12215671,0.87784329
P001,2,465,0.097135563,-0.097135563,0.902864437
P001,2,466,0.077239453,-0.077239453,0.922760547
P001,2,467,0.06141863,-0.06141863,0.93858137
P001,2,468,0.048838358,0.951161642,0.951161642
P001,2,469,0.243663151,0.756336849,0.756336849
P001,2,470,0.398582319,0.601417681,0.601417681
P001,2,471,0.521769661,-0.521769661,0.478230339
P001,2,472,0.414896485,-0.414896485,0.585103515
P001,2,473,0.329913956,0.670086044,0.670086044
P001,2,474,0.467166521,-0.467166521,0.532833479
P001,2,475,0.371477611,0.628522389,0.628522389
P001,2,476,0.500216764,0.499783236,0.499783236
P001,2,477,0.602586499,-0.602586499,0.397413501
P001,2,478,0.479159749,-0.479159749,0.520840251
P001,2,479,0.381014287,0.618985713,0.618985713
P001,2,480,0.507800059,0.492199941,0.492199941
P001,2,481,0.608616521,-0.608616521,0.608616521
P001,2,482,0.483954653,-0.483954653,0.483954653
P001,2,483,0.384827059,-0.384827059,0.615172941
P001,2,484,0.306003598,-0.306003598,0.693996402
P001,2,485,0.243325411,0.756674589,0.756674589
P001,2,486,0.398313757,-0.398313757,0.398313757
P001,2,487,0.31672784,0.68327216,0.68327216
P001,2,488,0.456681294,0.543318706,-0.543318706
P001,2,489,0.567968324,-0.567968324,0.567968324
P001,2,490,0.451632355,0.548367645,0.548367645
P001,2,491,0.563953551,0.436046449,-0.436046449
P001,2,492,0.65326819,-0.65326819,0.65326819
P001,2,493,0.519460398,-0.519460398,0.519460398
P001,2,494,0.413060223,0.586939777,0.586939777
P001,2,495,0.533282082,-0.533282082,0.533282082
P001,2,496,0.424050836,0.575949164,0.575949164
P001,2,497,0.542021507,-0.542021507,0.457978493
P001,2,498,0.431000179,-0.431000179,0.568999821
P001,2,499,0.342719159,0.657280841,0.657280841
P001,2,500,0.477348856,0.522651144,0.522651144
P001,2,501,0.584402585,0.415597415,0.415597415
P001,2,502,0.669528684,0.330471316,-0.330471316
P001,2,503,0.737218552,-0.737218552,0.737218552
P001,2,504,0.586215352,-0.586215352,0.586215352
P001,2,505,0.466141876,-0.466141876,0.533858124
P001,2,506,0.370662842,-0.370662842,0.629337158
P001,2,507,0.294740614,-0.294740614,0.705259386
P001,2,508,0.234369404,-0.234369404,0.765630596
P001,2,509,0.186363925,-0.186363925,0.813636075
P001,2,510,0.148191325,-0.148191325,0.851808675
P001,2,511,0.117837552,-0.117837552,0.882162448
P001,2,512,0.09370109,0.90629891,0.90629891
P001,2,513,0.279336727,-0.279336727,0.720663273
P001,2,514,0.222120669,-0.222120669,0.777879331
P001,2,515,0.176624077,-0.176624077,0.823375923
P001,2,516,0.140446473,-0.140446473,0.859553527
P001,2,517,0.111679065,-0.111679065,0.888320935
P001,2,518,0.088804035,-0.088804035,0.911195965
P001,2,519,0.070614458,-0.070614458,0.929385542
P001,2,520,0.056150621,-0.056150621,0.943849379
P001,2,521,0.044649387,-0.044649387,0.955350613
P001,2,522,0.03550393,0.96449607,0.96449607
P001,2,523,0.233059991,-0.233059991,0.766940009
P001,2,524,0.185322716,-0.185322716,0.814677284
P001,2,525,0.147363385,-0.147363385,0.852636615
P001,2,526,0.117179198,-0.117179198,0.882820802
P001,2,527,0.093177586,0.906822414,0.906822414
P001,2,528,0.278920451,-0.278920451,0.721079549
P001,2,529,0.221789658,-0.221789658,0.778210342
P001,2,530,0.176360866,-0.176360866,0.823639134
P001,2,531,0.140237175,-0.140237175,0.859762825
P001,2,532,0.111512637,-0.111512637,0.888487363
P001,2,533,0.088671697,0.911328303,0.911328303
P001,2,534,0.275337496,0.724662504,0.724662504
P001,2,535,0.423768862,-0.423768862,0.576231138
P001,2,536,0.33696902,-0.33696902,0.66303098
P001,2,537,0.267948239,-0.267948239,0.732051761
P001,2,538,0.213064865,-0.213064865,0.786935135
P001,2,539,0.169423157,-0.169423157,0.830576843
P001,2,540,0.134720505,-0.134720505,0.865279495
P001,2,541,0.107125937,-0.107125937,0.892874063
P001,2,542,0.085183517,-0.085183517,0.914816483
P001,2,543,0.067735525,-0.067735525,0.932264475
P001,2,544,0.053861374,0.946138626,0.946138626
P001,2,545,0.247657311,0.752342689,0.752342689
P001,2,546,0.401758362,0.598241638,0.598241638
P001,2,547,0.524295161,0.475704839,0.475704839
P001,2,548,0.62173296,0.37826704,0.37826704
P001,2,549,0.699212743,0.300787257,-0.300787257
P001,2,550,0.760822476,-0.760822476,0.760822476
P001,2,551,0.604984525,-0.604984525,0.604984525
P001,2,552,0.481066592,0.518933408,0.518933408
P001,2,553,0.587358824,0.412641176,-0.412641176
P001,2,554,0.671879402,0.328120598,-0.328120598
P001,2,555,0.739087776,0.260912224,-0.260912224
P001,2,556,0.792529975,0.207470025,-0.207470025
P001,2,557,0.835025701,0.164974299,-0.164974299
P001,2,558,0.868817101,0.131182899,-0.131182899
P001,2,559,0.895687067,-0.895687067,0.895687067
P001,2,560,0.712225036,0.287774964,-0.287774964
P001,2,561,0.771169484,0.228830516,-0.228830516
P001,2,562,0.818040442,-0.818040442,0.818040442
P001,2,563,0.650482634,0.349517366,-0.349517366
P001,2,564,0.722073671,0.277926329,-0.277926329
P001,2,565,0.77900084,-0.77900084,0.77900084
P001,2,566,0.619439446,0.380560554,0.380560554
P001,2,567,0.697389006,-0.697389006,0.697389006
P001,2,568,0.554544023,-0.554544023,0.445455977
P001,2,569,0.44095773,0.55904227,0.55904227
P001,2,570,0.555465391,0.444534609,-0.444534609
P001,2,571,0.646518646,0.353481354,-0.353481354
P001,2,572,0.71892162,-0.71892162,0.71892162
P001,2,573,0.571666149,-0.571666149,0.571666149
P001,2,574,0.454572761,0.545427239,0.545427239
P001,2,575,0.566291678,0.433708322,-0.433708322
P001,2,576,0.655127403,-0.655127403,0.655127403
P001,2,577,0.520938791,-0.520938791,0.520938791
P001,2,578,0.4142358,-0.4142358,0.5857642
P001,2,579,0.329388598,-0.329388598,0.329388598
P001,2,580,0.261920502,0.738079498,0.738079498
P001,2,581,0.413100048,-0.413100048,0.586899952
P001,2,582,0.32848548,0.67151452,0.67151452
P001,2,583,0.466030637,-0.466030637,0.466030637
P001,2,584,0.370574388,-0.370574388,0.629425612
P001,2,585,0.294670278,0.705329722,0.705329722
P001,2,586,0.439141744,0.560858256,0.560858256
P001,2,587,0.55402137,0.44597863,-0.44597863
P001,2,588,0.645370401,-0.645370401,0.645370401
P001,2,589,0.513180299,-0.513180299,0.513180299
P001,2,590,0.408066466,0.591933534,0.591933534
P001,2,591,0.529311187,-0.529311187,0.529311187
P001,2,592,0.420893293,-0.420893293,0.420893293
P001,2,593,0.334682448,-0.334682448,0.665317552
P001,2,594,0.266130022,-0.266130022,0.266130022
P001,2,595,0.21161907,-0.21161907,0.78838093
P001,2,596,0.168273502,-0.168273502,0.831726498
P001,2,597,0.133806332,-0.133806332,0.866193668
P001,2,598,0.106399013,0.893600987,0.893600987
P001,2,599,0.289433756,-0.289433756,0.710566244
P001,2,600,0.230149541,-0.230149541,0.769850459
P001,2,601,0.183008409,0.816991591,0.816991591
P001,2,602,0.350351382,-0.350351382,0.649648618
P001,2,603,0.278589515,0.721410485,0.721410485
P001,2,604,0.426354776,-0.426354776,0.573645224
P001,2,605,0.339025265,-0.339025265,0.660974735
P001,2,606,0.269583307,0.730416693,0.730416693
P001,2,607,0.419193294,-0.419193294,0.580806706
P001,2,608,0.333330657,0.666669343,0.666669343
P001,2,609,0.469883385,0.530116615,0.530116615
P001,2,610,0.578466254,0.421533746,0.421533746
P001,2,611,0.664808281,0.335191719,0.335191719
P001,2,612,0.733465021,-0.733465021,0.733465021
P001,2,613,0.58323065,0.41676935,-0.41676935
P001,2,614,0.668596795,0.331403205,0.331403205
P001,2,615,0.73647754,0.26352246,-0.26352246
P001,2,616,0.790454389,0.209545611,-0.209545611
P001,2,617,0.833375254,0.166624746,-0.166624746
P001,2,618,0.867504712,0.132495288,-0.132495288
P001,2,619,0.894643493,0.105356507,-0.105356507
P001,2,620,0.916223484,0.083776516,-0.083776516
P001,2,621,0.933383283,0.066616717,-0.066616717
P001,2,622,0.94702827,0.05297173,-0.05297173
P001,2,623,0.957878377,0.042121623,-0.042121623
P001,2,624,0.966506076,0.033493924,-0.033493924
P001,2,625,0.973366579,0.026633421,-0.026633421
P001,2,626,0.978821856,0.021178144,-0.021178144
P001,2,627,0.983159739,0.016840261,-0.016840261
P001,2,628,0.9866091,0.0133909,-0.0133909
P001,2,629,0.989351935,0.010648065,-0.010648065
P001,2,630,0.99153296,0.00846704,-0.00846704
P001,2,631,0.993267249,0.006732751,-0.006732751
P001,2,632,0.994646307,-0.994646307,0.994646307
P001,2,633,0.790914625,0.209085375,-0.209085375
P001,2,634,0.833741221,0.166258779,-0.166258779
P001,2,635,0.867795719,0.132204281,-0.132204281
P001,2,636,0.894874893,0.105125107,-0.105125107
P001,2,637,0.916407487,0.083592513,-0.083592513
P001,2,638,0.933529596,0.066470404,-0.066470404
P001,2,639,0.947144614,0.052855386,-0.052855386
P001,2,640,0.957970891,0.042029109,-0.042029109
P001,2,641,0.966579641,0.033420359,-0.033420359
P001,2,642,0.973425075,0.026574925,-0.026574925
P001,2,643,0.978868371,0.021131629,-0.021131629
P001,2,644,0.983196726,-0.983196726,0.983196726
P001,2,645,0.781810242,-0.781810242,0.781810242
P001,2,646,0.621673404,-0.621673404,0.621673404
P001,2,647,0.494337116,-0.494337116,0.505662884
P001,2,648,0.3930829,-0.3930829,0.6069171
P001,2,649,0.31256841,-0.31256841,0.68743159
P001,2,650,0.248545564,-0.248545564,0.751454436
P001,2,651,0.197636406,-0.197636406,0.802363594
P001,2,652,0.157154883,-0.157154883,0.842845117
P001,2,653,0.12496512,0.87503488,0.87503488
P001,2,654,0.304197,0.695803,0.695803
P001,2,655,0.446717124,-0.446717124,0.446717124
P001,2,656,0.355216829,0.644783171,0.644783171
P001,2,657,0.48728665,-0.48728665,0.51271335
P001,2,658,0.387476569,-0.387476569,0.387476569
P001,2,659,0.308110414,-0.308110414,0.691889586
P001,2,660,0.245000691,-0.245000691,0.754999309
P001,2,661,0.194817624,-0.194817624,0.805182376
P001,2,662,0.154913467,-0.154913467,0.845086533
P001,2,663,0.12318281,-0.12318281,0.87681719
P001,2,664,0.097951488,-0.097951488,0.902048512
P001,2,665,0.077888254,-0.077888254,0.922111746
P001,2,666,0.061934538,-0.061934538,0.938065462
P001,2,667,0.049248594,-0.049248594,0.950751406
P001,2,668,0.039161089,-0.039161089,0.960838911
P001,2,669,0.031139791,-0.031139791,0.968860209
P001,2,670,0.024761482,0.975238518,0.975238518
P001,2,671,0.2245179,-0.2245179,0.7754821
P001,2,672,0.178530287,-0.178530287,0.821469713
P001,2,673,0.141962237,0.858037763,0.858037763
P001,2,674,0.317712627,-0.317712627,0.682287373
P001,2,675,0.2526361,-0.2526361,0.7473639
P001,2,676,0.200889085,-0.200889085,0.799110915
P001,2,677,0.159741321,-0.159741321,0.840258679
P001,2,678,0.127021783,-0.127021783,0.872978217
P001,2,679,0.101004131,-0.101004131,0.898995869
P001,2,680,0.08031563,-0.08031563,0.91968437
P001,2,681,0.063864718,-0.063864718,0.936135282
P001,2,682,0.050783418,-0.050783418,0.949216582
P001,2,683,0.040381539,-0.040381539,0.959618461
P001,2,684,0.032110258,-0.032110258,0.967889742
P001,2,685,0.025533169,0.974466831,0.974466831
P001,2,686,0.225131524,0.774868476,0.774868476
P001,2,687,0.383846493,0.616153507,-0.616153507
P001,2,688,0.510052149,-0.510052149,0.510052149
P001,2,689,0.40557905,0.59442095,-0.59442095
P001,2,690,0.527333265,-0.527333265,0.527333265
P001,2,691,0.419320505,0.580679495,0.580679495
P001,2,692,0.538260081,0.461739919,-0.461739919
P001,2,693,0.632837469,0.367162531,-0.367162531
P001,2,694,0.708042735,-0.708042735,0.708042735
P001,2,695,0.563015567,0.436984433,-0.436984433
P001,2,696,0.652522332,-0.652522332,0.652522332
P001,2,697,0.518867312,0.481132688,-0.481132688
P001,2,698,0.617416888,0.382583112,-0.382583112
P001,2,699,0.695780725,0.304219275,-0.304219275
P001,2,700,0.758093432,-0.758093432,0.758093432
P001,2,701,0.602814467,0.397185533,-0.397185533
P001,2,702,0.684169292,-0.684169292,0.684169292
P001,2,703,0.54403208,0.45596792,0.45596792
P001,2,704,0.6374272,0.3625728,-0.3625728
P001,2,705,0.711692359,-0.711692359,0.711692359
P001,2,706,0.565917645,0.434082355,-0.434082355
P001,2,707,0.654829982,0.345170018,-0.345170018
P001,2,708,0.72553056,0.27446944,-0.27446944
P001,2,709,0.78174966,0.21825034,-0.21825034
P001,2,710,0.826453499,0.173546501,-0.173546501
P001,2,711,0.862000729,0.137999271,-0.137999271
P001,2,712,0.890266881,0.109733119,-0.109733119
P001,2,713,0.912743326,0.087256674,-0.087256674
P001,2,714,0.930615959,-0.930615959,0.930615959
P001,2,715,0.739999503,0.260000497,-0.260000497
P001,2,716,0.793254955,-0.793254955,0.793254955
P001,2,717,0.630773915,0.369226085,-0.369226085
P001,2,718,0.706401855,0.293598145,-0.293598145
P001,2,719,0.766539055,-0.766539055,0.766539055
P001,2,720,0.609530187,0.390469813,-0.390469813